ID,protein_name_ft,pmatch_orig,pmatch_ft,category
FYN_HUMAN,Tyrosine-protein kinase Fyn,1,1,c
DUOX1_HUMAN,Dual oxidase 1,1,1,c
GPX4_HUMAN,Phospholipid hydroperoxide glutathione peroxidase GPX4 ,1,1,c
ATG7_HUMAN,Ubiquitin-like modifier-activating enzyme ATG7 ,1,0,l
SODM_HUMAN,"Superoxide dismutase [Mn], mitochondrial",1,1,c
MIF_HUMAN,Macrophage migration inhibitory factor ,1,1,c
ABCA1_HUMAN,Phospholipid-transporting ATPase ABCA1 ,0,1,g
NOS2_HUMAN,"Nitric oxide synthase, inducible ",1,1,c
ATF4_HUMAN,Cyclic AMP-dependent transcription factor ATF-4 ,0,1,g
CCL3_HUMAN,MIP-1-alpha(4-69),0,1,g
PDX1_HUMAN,Pancreas/duodenum homeobox protein 1,1,1,c
TERA_HUMAN,Transitional endoplasmic reticulum ATPase,1,1,c
ONCM_HUMAN,Oncostatin-M,1,1,c
CD3E_HUMAN,T-cell surface glycoprotein CD3 epsilon chain,0,0,i
WNT1_HUMAN,Proto-oncogene Wnt-1,0,1,g
CEBPA_HUMAN,CCAAT/enhancer-binding protein alpha ,0,0,i
PSN1_HUMAN,Presenilin-1 CTF12,1,1,c
CDD_HUMAN,Cytidine deaminase ,1,0,l
AIRE_HUMAN,Autoimmune regulator,1,1,c
GATA1_HUMAN,Erythroid transcription factor,1,1,c
CSF1_HUMAN,Macrophage colony-stimulating factor 1 43 kDa subunit ,1,1,c
HMOX1_HUMAN,Heme oxygenase 1 soluble form ,0,1,g
RIPK1_HUMAN,Receptor-interacting serine/threonine-protein kinase 1,0,1,g
MITF_HUMAN,Microphthalmia-associated transcription factor,0,0,i
ATG12_HUMAN,Ubiquitin-like protein ATG12 ,1,0,l
CCL19_HUMAN,C-C motif chemokine 19,0,1,g
CP19A_HUMAN,Aromatase ,0,0,i
FGF8_HUMAN,Fibroblast growth factor 8,1,1,c
MMP3_HUMAN,Stromelysin-1,0,1,g
INHA_HUMAN,Inhibin alpha chain,0,1,g
S100B_HUMAN,Protein S100-B,1,1,c
PDCD4_HUMAN,Programmed cell death protein 4,1,1,c
SNAI1_HUMAN,Zinc finger protein SNAI1,1,1,c
MFN2_HUMAN,Mitofusin-2 ,1,1,c
NNTM_HUMAN,"NAD(P) transhydrogenase, mitochondrial",0,1,g
TLR1_HUMAN,Toll-like receptor 1,1,1,c
AURKA_HUMAN,Aurora kinase A ,1,1,c
GRN_HUMAN,Granulin-7,0,0,i
NOTC2_HUMAN,Notch 2 intracellular domain,0,0,i
S10A9_HUMAN,Protein S100-A9,1,1,c
CRY2_HUMAN,Cryptochrome-2,0,0,i
PELO_HUMAN,Protein pelota homolog ,0,0,i
SOX17_HUMAN,Transcription factor SOX-17,1,1,c
VFLMNFKDPK,Semaphorin-3A,1,1,c
PTC1_HUMAN,Protein patched homolog 1,1,1,c
ASXL1_HUMAN,Polycomb group protein ASXL1,0,0,i
MK14_HUMAN,Mitogen-activated protein kinase 14 ,1,1,c
EOMES_HUMAN,Eomesodermin homolog,0,0,i
LATS1_HUMAN,Serine/threonine-protein kinase LATS1,1,1,c
DSRAD_HUMAN,Double-stranded RNA-specific adenosine deaminase,0,0,i
CDC6_HUMAN,Cell division control protein 6 homolog,1,1,c
GLI3_HUMAN,Transcriptional repressor GLI3R,1,1,c
TRFL_HUMAN,Lactoferroxin-C,0,1,g
STA5A_HUMAN,Signal transducer and activator of transcription 5A,1,1,c
TSP1_HUMAN,Thrombospondin-1,1,1,c
TFE2_HUMAN,Transcription factor E2-alpha,1,1,c
CYLD_HUMAN,Ubiquitin carboxyl-terminal hydrolase CYLD,1,0,l
SYPH_HUMAN,Synaptophysin,1,1,c
HFE_HUMAN,Hereditary hemochromatosis protein,0,0,i
DAXX_HUMAN,Death domain-associated protein 6,0,0,i
PAI1_HUMAN,Plasminogen activator inhibitor 1,0,1,g
GDF15_HUMAN,Growth/differentiation factor 15 ,0,1,g
SQRVRFTKEI,Protein argonaute-1,0,0,i
CETP_HUMAN,Cholesteryl ester transfer protein ,1,1,c
XRCC1_HUMAN,DNA repair protein XRCC1 ,0,0,i
IL1A_HUMAN,Interleukin-1 alpha,0,1,g
MRP1_HUMAN,Multidrug resistance-associated protein 1 ,0,0,i
SF3B1_HUMAN,Splicing factor 3B subunit 1,1,1,c
NKX25_HUMAN,Homeobox protein Nkx-2.5,0,1,g
GLI2_HUMAN,Zinc finger protein GLI2 ,0,1,g
PTN_HUMAN,Pleiotrophin ,1,1,c
PRIO_HUMAN,Major prion protein,0,0,i
HXK4_HUMAN,Hexokinase-4 ,1,1,c
KMT2A_HUMAN,MLL cleavage product C180,1,1,c
ITAM_HUMAN,Integrin alpha-M,1,1,c
PTN22_HUMAN,Tyrosine-protein phosphatase non-receptor type 22,0,1,g
NUP98_HUMAN,Nuclear pore complex protein Nup96,0,0,i
SPI1_HUMAN,Transcription factor PU.1 ,0,0,i
WNT11_HUMAN,Protein Wnt-11,0,1,g
EPHA4_HUMAN,Ephrin type-A receptor 4,0,0,i
WNT3_HUMAN,Proto-oncogene Wnt-3,0,1,g
ANXA1_HUMAN,Annexin Ac2-26 ,1,1,c
HS90A_HUMAN,Heat shock protein HSP 90-alpha ,1,1,c
CCL8_HUMAN,MCP-2(6-76),0,1,g
TOP1_HUMAN,DNA topoisomerase 1,1,1,c
BMR1A_HUMAN,Bone morphogenetic protein receptor type-1A,1,1,c
FEN1_HUMAN,Flap endonuclease 1 ,1,1,c
TDG_HUMAN,G/T mismatch-specific thymine DNA glycosylase,0,0,i
ROCK2_HUMAN,Rho-associated protein kinase 2,0,1,g
OAS1_HUMAN,2'-5'-oligoadenylate synthase 1,0,1,g
NPC1_HUMAN,NPC intracellular cholesterol transporter 1 ,0,0,i
MSX1_HUMAN,Homeobox protein MSX-1 ,0,1,g
DISC1_HUMAN,Disrupted in schizophrenia 1 protein ,0,0,i
TFR1_HUMAN,"Transferrin receptor protein 1, serum form",1,1,c
ANM5_HUMAN,"Protein arginine N-methyltransferase 5, N-terminally processed",1,1,c
PON1_HUMAN,Serum paraoxonase/arylesterase 1 ,1,1,c
NBN_HUMAN,Nibrin ,1,1,c
RAD21_HUMAN,64-kDa C-terminal product ,1,0,l
TSPO_HUMAN,Translocator protein,1,0,l
SP7_HUMAN,Transcription factor Sp7,1,1,c
BGH3_HUMAN,Transforming growth factor-beta-induced protein ig-h3,0,1,g
TBX1_HUMAN,T-box transcription factor TBX1,1,1,c
ITAX_HUMAN,Integrin alpha-X,0,1,g
VNEIDRRSTI,Versican core protein,1,1,c
MALT1_HUMAN,Mucosa-associated lymphoid tissue lymphoma translocation protein 1 ,0,1,g
4F2_HUMAN,Amino acid transporter heavy chain SLC3A2 ,1,1,c
G3BP1_HUMAN,Ras GTPase-activating protein-binding protein 1,1,1,c
ANM1_HUMAN,Protein arginine N-methyltransferase 1 ,1,1,c
GELS_HUMAN,Gelsolin,1,1,c
CLD1_HUMAN,Claudin-1,1,1,c
B2L11_HUMAN,Bcl-2-like protein 11,0,1,g
MEF2A_HUMAN,Myocyte-specific enhancer factor 2A,1,1,c
RBP2_HUMAN,E3 SUMO-protein ligase RanBP2,1,1,c
HAND2_HUMAN,Heart- and neural crest derivatives-expressed protein 2,1,1,c
FLNA_HUMAN,Filamin-A,0,1,g
BAG3_HUMAN,BAG family molecular chaperone regulator 3,0,1,g
ALDOA_HUMAN,Fructose-bisphosphate aldolase A ,0,0,i
CSKP_HUMAN,Peripheral plasma membrane protein CASK ,0,0,i
PRKDC_HUMAN,DNA-dependent protein kinase catalytic subunit,0,0,i
KPCT_HUMAN,Protein kinase C theta type,0,1,g
CATK_HUMAN,Cathepsin K,1,1,c
PDPN_HUMAN,29kDa cytosolic podoplanin intracellular domain ,1,1,c
BNI3L_HUMAN,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like,0,0,i
ROBO1_HUMAN,Roundabout homolog 1,0,1,g
E2F4_HUMAN,Transcription factor E2F4,1,1,c
DGAT2_HUMAN,Diacylglycerol O-acyltransferase 2 ,1,1,c
SMC3_HUMAN,Structural maintenance of chromosomes protein 3,1,1,c
AQP2_HUMAN,Aquaporin-2,1,1,c
BC11A_HUMAN,B-cell lymphoma/leukemia 11A ,0,0,i
CASP9_HUMAN,Caspase-9 subunit p10,1,1,c
CCL24_HUMAN,C-C motif chemokine 24,0,1,g
HXA5_HUMAN,Homeobox protein Hox-A5,1,0,l
AQP3_HUMAN,Aquaporin-3,0,0,i
SMUF2_HUMAN,E3 ubiquitin-protein ligase SMURF2,0,0,i
INO80_HUMAN,Chromatin-remodeling ATPase INO80 ,0,0,i
AP2A_HUMAN,Transcription factor AP-2-alpha,1,1,c
IL12A_HUMAN,Interleukin-12 subunit alpha,1,1,c
CXB2_HUMAN,Gap junction beta-2 protein,1,1,c
ATG4B_HUMAN,Cysteine protease ATG4B ,0,0,i
ADAM9_HUMAN,Disintegrin and metalloproteinase domain-containing protein 9,0,1,g
STIL_HUMAN,SCL-interrupting locus protein,0,0,i
PARP2_HUMAN,Poly [ADP-ribose] polymerase 2 ,0,1,g
FIBB_HUMAN,Fibrinogen beta chain,1,1,c
RB11A_HUMAN,Ras-related protein Rab-11A ,1,1,c
MEF2D_HUMAN,Myocyte-specific enhancer factor 2D,1,1,c
SIR4_HUMAN,"NAD-dependent protein lipoamidase sirtuin-4, mitochondrial ",0,1,g
OSTCN_HUMAN,Osteocalcin,0,0,i
C5AR1_HUMAN,C5a anaphylatoxin chemotactic receptor 1,0,0,i
NLRP6_HUMAN,"NACHT, LRR and PYD domains-containing protein 6 ",1,1,c
SIX3_HUMAN,Homeobox protein SIX3,0,1,g
NEK2_HUMAN,Serine/threonine-protein kinase Nek2,1,1,c
UBE2C_HUMAN,Ubiquitin-conjugating enzyme E2 C,0,1,g
MRP4_HUMAN,ATP-binding cassette sub-family C member 4,0,0,i
DCE2_HUMAN,Glutamate decarboxylase 2 ,1,0,l
ABCG5_HUMAN,ATP-binding cassette sub-family G member 5 ,0,1,g
CNTP2_HUMAN,Contactin-associated protein-like 2,0,1,g
USP9X_HUMAN,Ubiquitin carboxyl-terminal hydrolase 9X,0,1,g
ACTS_HUMAN,"Actin, alpha skeletal muscle, intermediate form",0,1,g
RCC1_HUMAN,Regulator of chromosome condensation,1,1,c
ELAV1_HUMAN,ELAV-like protein 1,0,1,g
NMDZ1_HUMAN,"Glutamate receptor ionotropic, NMDA 1",0,1,g
SCRB1_HUMAN,Scavenger receptor class B member 1,1,1,c
AMRA1_HUMAN,Activating molecule in BECN1-regulated autophagy protein 1 ,1,0,l
KDM5B_HUMAN,Lysine-specific demethylase 5B,1,1,c
NOX5_HUMAN,NADPH oxidase 5,1,1,c
FOXN1_HUMAN,Forkhead box protein N1,1,1,c
MTP_HUMAN,Microsomal triglyceride transfer protein large subunit,1,1,c
MYLK_HUMAN,"Myosin light chain kinase, smooth muscle, deglutamylated form",1,1,c
THB_HUMAN,Thyroid hormone receptor beta,0,1,g
LYAM3_HUMAN,P-selectin,1,1,c
TYOBP_HUMAN,TYRO protein tyrosine kinase-binding protein ,0,0,i
HS71B_HUMAN,Heat shock 70 kDa protein 1B ,0,1,g
WWTR1_HUMAN,WW domain-containing transcription regulator protein 1,0,1,g
CADM1_HUMAN,Cell adhesion molecule 1 ,1,1,c
CLD5_HUMAN,Claudin-5,1,1,c
DHX9_HUMAN,ATP-dependent RNA helicase A ,0,0,i
VDAC2_HUMAN,Voltage-dependent anion-selective channel protein 2,0,1,g
HCN2_HUMAN,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2,0,0,i
FFAR2_HUMAN,Free fatty acid receptor 2,1,1,c
SFRP4_HUMAN,Secreted frizzled-related protein 4,1,1,c
TR11B_HUMAN,Tumor necrosis factor receptor superfamily member 11B,0,1,g
PLCG2_HUMAN,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2 ",0,1,g
RL23_HUMAN,Large ribosomal subunit protein uL14 ,1,1,c
MEFV_HUMAN,Pyrin ,0,0,i
FOXJ1_HUMAN,Forkhead box protein J1 ,1,1,c
WWOX_HUMAN,WW domain-containing oxidoreductase,1,1,c
PK3CB_HUMAN,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",0,0,i
CTBP1_HUMAN,C-terminal-binding protein 1,0,1,g
FABPL_HUMAN,"Fatty acid-binding protein, liver",0,1,g
RNF8_HUMAN,E3 ubiquitin-protein ligase RNF8 ,1,1,c
FRDA_HUMAN,Extramitochondrial frataxin ,1,1,c
LIPC_HUMAN,Hepatic triacylglycerol lipase,0,0,i
EFNB1_HUMAN,Ephrin-B1 intracellular domain ,1,1,c
MBD1_HUMAN,Methyl-CpG-binding domain protein 1 ,1,1,c
MP2K4_HUMAN,Dual specificity mitogen-activated protein kinase kinase 4,0,1,g
PDPK1_HUMAN,3-phosphoinositide-dependent protein kinase 1,0,0,i
EPHB1_HUMAN,Ephrin type-B receptor 1,0,1,g
ITA3_HUMAN,Integrin alpha-3 light chain,1,1,c
LYRIC_HUMAN,Protein LYRIC,1,1,c
CAC1D_HUMAN,Voltage-dependent L-type calcium channel subunit alpha-1D,1,1,c
RAGP1_HUMAN,Ran GTPase-activating protein 1,1,1,c
ACTG_HUMAN,"Actin, cytoplasmic 2, N-terminally processed",0,1,g
ANK3_HUMAN,Ankyrin-3 ,1,1,c
TNNI3_HUMAN,"Troponin I, cardiac muscle",0,0,i
AGO4_HUMAN,Protein argonaute-4 ,0,0,i
DVPDVNIEGP,Neuroblast differentiation-associated protein AHNAK,0,1,g
EHD1_HUMAN,EH domain-containing protein 1 ,0,0,i
DILIRYEPQL,Laminin subunit beta-1,1,1,c
EFNA1_HUMAN,"Ephrin-A1, secreted form",1,1,c
LHX1_HUMAN,LIM/homeobox protein Lhx1,1,1,c
THA_HUMAN,Thyroid hormone receptor alpha,1,1,c
DDX4_HUMAN,Probable ATP-dependent RNA helicase DDX4,0,1,g
TRIM5_HUMAN,Tripartite motif-containing protein 5,1,1,c
AOFB_HUMAN,Amine oxidase [flavin-containing] B ,1,1,c
C11B2_HUMAN,"Cytochrome P450 11B2, mitochondrial",0,1,g
FGF18_HUMAN,Fibroblast growth factor 18,1,1,c
WFS1_HUMAN,Wolframin,0,0,i
RHG07_HUMAN,Rho GTPase-activating protein 7,0,0,i
EHMT2_HUMAN,Histone-lysine N-methyltransferase EHMT2,1,0,l
DRB3_HUMAN,"HLA class II histocompatibility antigen, DR beta 3 chain",0,1,g
BMP5_HUMAN,Bone morphogenetic protein 5,1,1,c
EFNB2_HUMAN,Ephrin-B2,1,1,c
ACTN1_HUMAN,Alpha-actinin-1,1,1,c
COF1_HUMAN,Cofilin-1,0,1,g
ITA1_HUMAN,Integrin alpha-1,1,1,c
WNT16_HUMAN,Protein Wnt-16,0,1,g
FLCN_HUMAN,Folliculin ,1,1,c
TRBM_HUMAN,Thrombomodulin,1,1,c
LPIN1_HUMAN,Phosphatidate phosphatase LPIN1 ,1,0,l
CASP6_HUMAN,Caspase-6 subunit p11 ,1,1,c
PKP2_HUMAN,Plakophilin-2 ,1,1,c
NCOA2_HUMAN,Nuclear receptor coactivator 2,1,1,c
DVL1_HUMAN,Segment polarity protein dishevelled homolog DVL-1,1,1,c
SORT_HUMAN,Sortilin ,1,1,c
PRDX3_HUMAN,"Thioredoxin-dependent peroxide reductase, mitochondrial",1,1,c
TRI32_HUMAN,E3 ubiquitin-protein ligase TRIM32 ,1,1,c
AAKG2_HUMAN,5'-AMP-activated protein kinase subunit gamma-2,0,1,g
SPRE1_HUMAN,"Sprouty-related, EVH1 domain-containing protein 1",0,1,g
IF4G1_HUMAN,Eukaryotic translation initiation factor 4 gamma 1,1,1,c
EST1_HUMAN,Liver carboxylesterase 1 ,1,1,c
PCM1_HUMAN,Pericentriolar material 1 protein ,1,1,c
NKG2D_HUMAN,NKG2-D type II integral membrane protein,0,0,i
MESP1_HUMAN,Mesoderm posterior protein 1,1,1,c
RGN_HUMAN,Regucalcin,0,0,i
SMC5_HUMAN,Structural maintenance of chromosomes protein 5,1,1,c
SIAH1_HUMAN,E3 ubiquitin-protein ligase SIAH1,0,1,g
EHMT1_HUMAN,Histone-lysine N-methyltransferase EHMT1,1,0,l
PLEC_HUMAN,Plectin,1,0,l
FCERG_HUMAN,High affinity immunoglobulin epsilon receptor subunit gamma,0,0,i
APOA2_HUMAN,Truncated apolipoprotein A-II,0,0,i
VGLU1_HUMAN,Vesicular glutamate transporter 1 ,0,1,g
PRDM9_HUMAN,Histone-lysine N-methyltransferase PRDM9 ,0,1,g
NHRF1_HUMAN,Na(+)/H(+) exchange regulatory cofactor NHE-RF1 ,0,0,i
NSD2_HUMAN,Histone-lysine N-methyltransferase NSD2,0,1,g
GIPR_HUMAN,Gastric inhibitory polypeptide receptor,0,0,i
CCN3_HUMAN,CCN family member 3 ,0,1,g
SEM3C_HUMAN,Semaphorin-3C,1,1,c
EPHB3_HUMAN,Ephrin type-B receptor 3,0,1,g
MAGI2_HUMAN,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2",0,1,g
HXA3_HUMAN,Homeobox protein Hox-A3,1,0,l
CSHPGCGKTY,Krueppel-like factor 10,0,1,g
CUL4B_HUMAN,Cullin-4B ,1,0,l
GRHL2_HUMAN,Grainyhead-like protein 2 homolog,0,1,g
ENPP2_HUMAN,Autotaxin ,1,1,c
ITB8_HUMAN,Integrin beta-8 ,1,1,c
KCNN4_HUMAN,Intermediate conductance calcium-activated potassium channel protein 4,0,0,i
GBP5_HUMAN,Guanylate-binding protein 5,1,1,c
NUP62_HUMAN,Nuclear pore glycoprotein p62,1,1,c
SCP2_HUMAN,Sterol carrier protein 2,1,1,c
RIGI_HUMAN,Antiviral innate immune response receptor RIG-I ,0,0,i
SMC2_HUMAN,Structural maintenance of chromosomes protein 2,1,1,c
ILF3_HUMAN,Interleukin enhancer-binding factor 3,1,1,c
FOLR1_HUMAN,Folate receptor alpha,0,0,i
VVAGKKYFID,Low molecular weight growth-promoting factor,1,1,c
GBF1_HUMAN,Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1,0,1,g
ADA2A_HUMAN,Alpha-2A adrenergic receptor ,0,1,g
NPAS4_HUMAN,Neuronal PAS domain-containing protein 4 ,0,0,i
TRIB1_HUMAN,Tribbles homolog 1,0,1,g
DNLI1_HUMAN,DNA ligase 1,0,1,g
KPCG_HUMAN,Protein kinase C gamma type,0,1,g
PP2AA_HUMAN,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform,1,1,c
SLAF1_HUMAN,Signaling lymphocytic activation molecule,0,0,i
PDGFC_HUMAN,"Platelet-derived growth factor C, receptor-binding form",0,1,g
PLSL_HUMAN,Plastin-2,1,1,c
EAA3_HUMAN,Excitatory amino acid transporter 3 ,0,1,g
ACKR3_HUMAN,Atypical chemokine receptor 3 ,1,1,c
UBP13_HUMAN,Ubiquitin carboxyl-terminal hydrolase 13,0,1,g
MICU1_HUMAN,"Calcium uptake protein 1, mitochondrial ",1,1,c
FEZF2_HUMAN,Fez family zinc finger protein 2,1,1,c
STX17_HUMAN,Syntaxin-17 ,1,1,c
ERCC5_HUMAN,DNA excision repair protein ERCC-5 ,0,1,g
S22A5_HUMAN,Organic cation/carnitine transporter 2 ,1,1,c
MARK4_HUMAN,MAP/microtubule affinity-regulating kinase 4 ,1,1,c
PR15A_HUMAN,Protein phosphatase 1 regulatory subunit 15A,0,1,g
PO3F2_HUMAN,"POU domain, class 3, transcription factor 2",1,1,c
PUM1_HUMAN,Pumilio homolog 1 ,0,1,g
GBB3_HUMAN,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3,1,1,c
S38A2_HUMAN,Sodium-coupled neutral amino acid symporter 2 ,0,1,g
PLLIVFSDDQ,Bone morphogenetic protein 10,1,1,c
ACACB_HUMAN,Acetyl-CoA carboxylase 2 ,1,0,l
AMOT_HUMAN,Angiomotin,1,1,c
PHF8_HUMAN,Histone lysine demethylase PHF8,1,1,c
FOXF2_HUMAN,Forkhead box protein F2,1,1,c
PLCB1_HUMAN,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1 ",1,1,c
PDGFD_HUMAN,"Platelet-derived growth factor D, receptor-binding form",0,1,g
KIF4A_HUMAN,Chromosome-associated kinesin KIF4A,1,1,c
CAC1S_HUMAN,Voltage-dependent L-type calcium channel subunit alpha-1S,1,1,c
TPM4_HUMAN,Tropomyosin alpha-4 chain,1,1,c
ACV1B_HUMAN,Activin receptor type-1B,0,1,g
ARI5B_HUMAN,AT-rich interactive domain-containing protein 5B,1,1,c
PPM1A_HUMAN,Protein phosphatase 1A,1,1,c
PDE4A_HUMAN,"3',5'-cyclic-AMP phosphodiesterase 4A ",1,1,c
CPSF6_HUMAN,Cleavage and polyadenylation specificity factor subunit 6 ,1,1,c
ITA8_HUMAN,Integrin alpha-8 light chain,1,1,c
INHBB_HUMAN,Inhibin beta B chain,0,1,g
MCLN1_HUMAN,Mucolipin-1 ,0,0,i
CARD8_HUMAN,"Caspase recruitment domain-containing protein 8, N-terminus ",0,1,g
AMBP_HUMAN,Trypstatin ,1,1,c
B4GT1_HUMAN,"Processed beta-1,4-galactosyltransferase 1 ",1,1,c
GOLP3_HUMAN,Golgi phosphoprotein 3,1,1,c
PRGC2_HUMAN,Peroxisome proliferator-activated receptor gamma coactivator 1-beta,0,0,i
SSR3_HUMAN,Somatostatin receptor type 3,1,1,c
TBB2B_HUMAN,Tubulin beta-2B chain,0,0,i
ERR1_HUMAN,Steroid hormone receptor ERR1,0,0,i
DTBP1_HUMAN,Dysbindin,1,1,c
AELLLGQPIF,Glycogen synthase kinase-3 alpha,1,1,c
GNA13_HUMAN,Guanine nucleotide-binding protein subunit alpha-13,1,1,c
RAB13_HUMAN,Ras-related protein Rab-13,1,1,c
CTR1_HUMAN,High affinity cationic amino acid transporter 1,0,1,g
CHM4B_HUMAN,Charged multivesicular body protein 4b,1,1,c
ARPC2_HUMAN,Actin-related protein 2/3 complex subunit 2,0,1,g
PRP8_HUMAN,Pre-mRNA-processing-splicing factor 8,1,1,c
ARH_HUMAN,Low density lipoprotein receptor adapter protein 1 ,0,0,i
NDUS2_HUMAN,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",0,0,i
C1QBP_HUMAN,"Complement component 1 Q subcomponent-binding protein, mitochondrial",0,1,g
RAB1B_HUMAN,Ras-related protein Rab-1B,1,1,c
BCAR1_HUMAN,Breast cancer anti-estrogen resistance protein 1,0,0,i
ARNT2_HUMAN,Aryl hydrocarbon receptor nuclear translocator 2,1,1,c
ABCE1_HUMAN,ATP-binding cassette sub-family E member 1,0,1,g
VRLVGRGGRR,MAP1 light chain LC2,0,1,g
SMC6_HUMAN,Structural maintenance of chromosomes protein 6,1,1,c
PTPA_HUMAN,Serine/threonine-protein phosphatase 2A activator,0,0,i
TYB4_HUMAN,Hemoregulatory peptide AcSDKP ,1,1,c
GRHL3_HUMAN,Grainyhead-like protein 3 homolog ,0,1,g
UTRN_HUMAN,Utrophin ,1,1,c
IGJ_HUMAN,Immunoglobulin J chain,0,0,i
KRIT1_HUMAN,Krev interaction trapped protein 1,0,0,i
JAM1_HUMAN,Junctional adhesion molecule A,0,1,g
SPTA1_HUMAN,"Spectrin alpha chain, erythrocytic 1",0,0,i
COMD1_HUMAN,COMM domain-containing protein 1,0,0,i
CAPON_HUMAN,Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein ,0,1,g
CUBN_HUMAN,Cubilin ,1,1,c
GRM7_HUMAN,Metabotropic glutamate receptor 7,0,1,g
ADA1A_HUMAN,Alpha-1A adrenergic receptor,0,1,g
VILI_HUMAN,Villin-1,1,1,c
GOPC_HUMAN,Golgi-associated PDZ and coiled-coil motif-containing protein ,0,0,i
CLAP2_HUMAN,CLIP-associating protein 2,0,1,g
VATA_HUMAN,V-type proton ATPase catalytic subunit A,0,1,g
TFDP1_HUMAN,Transcription factor Dp-1,0,0,i
RPGP1_HUMAN,Rap1 GTPase-activating protein 1,1,1,c
PO3F3_HUMAN,"POU domain, class 3, transcription factor 3 ",1,1,c
ASIC2_HUMAN,Acid-sensing ion channel 2 ,0,0,i
BBS2_HUMAN,Bardet-Biedl syndrome 2 protein ,1,1,c
PIAS4_HUMAN,E3 SUMO-protein ligase PIAS4 ,1,1,c
GPAT1_HUMAN,"Glycerol-3-phosphate acyltransferase 1, mitochondrial ",0,0,i
JMY_HUMAN,Junction-mediating and -regulatory protein,0,0,i
KCND2_HUMAN,A-type voltage-gated potassium channel KCND2 ,1,1,c
