ID,AC,GN,protein_name,GO_F Count,GO_P Count,GO_C Count,go_counts,bin,pmc_GN,PMC_protein_name,new_gene_symbol,match_result,processing_time
ARAP1_HUMAN,Q96L71,ARAP1,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1",4,8,8,20,bin_5,93,4,ARHGAP1,0,0.64
NECT3_HUMAN,Q9NQS3,NECTIN3,Nectin-3,3,8,9,20,bin_5,142,817,NECTIN3,1,0.81
RAPSN_HUMAN,Q13702,RAPSN,43 kDa receptor-associated protein of the synapse,5,9,6,20,bin_5,100,6,SYNPR,0,1.77
CSK22_HUMAN,P19784,CSNK2A2,Casein kinase II subunit alpha',3,11,6,20,bin_5,56,676,CSNK2A1,0,0.67
H2B1J_HUMAN,P06899,H2BC11,Histone H2B type 1-J,4,10,6,20,bin_5,2,0,H2BJ,0,0.56
CC50A_HUMAN,Q9NV96,TMEM30A,Cell cycle control protein 50A ,2,7,11,20,bin_5,78,5,CCND1,0,0.59
PCLI1_HUMAN,Q7Z2X4,PID1,"PTB-containing, cubilin and LRP1-interacting protein",0,20,1,21,bin_5,86,0,CUBN,0,2.73
UHMK1_HUMAN,Q8TAS1,UHMK1,Serine/threonine-protein kinase Kist,8,6,7,21,bin_5,65,174,KIST,0,0.8
GGT1_HUMAN,P19440,GGT1,Glutathione hydrolase 1 light chain,4,14,3,21,bin_5,195,128,GSHR,0,1.38
AT11B_HUMAN,Q9Y2G3,ATP11B,Phospholipid-transporting ATPase IF,7,4,10,21,bin_5,33,42,ATP10A,0,1.3
DAA11_HUMAN,Q86X45,DNAAF11,Dynein axonemal assembly factor 11 ,0,14,7,21,bin_5,3,2,DNAH11,0,1.85
DAAF4_HUMAN,Q8WXU2,DNAAF4,Dynein axonemal assembly factor 4 ,1,11,9,21,bin_5,76,10,DNAI4,0,1.41
SEPT6_HUMAN,Q14141,SEPTIN6,Septin-6,3,6,12,21,bin_5,56,30,SEPT6,0,1.29
SYAC_HUMAN,P49588,AARS1,"Alanine--tRNA ligase, cytoplasmic ",7,9,5,21,bin_5,28,47,ALARS,0,1.86
AIMP1_HUMAN,Q12904,AIMP1,Endothelial monocyte-activating polypeptide 2,4,9,8,21,bin_5,106,73,SCYA2,0,1.39
FZR1_HUMAN,Q9UM11,FZR1,Fizzy-related protein homolog ,3,13,5,21,bin_5,216,12,FZR1,1,1.84
FBLN4_HUMAN,O95967,EFEMP2,EGF-containing fibulin-like extracellular matrix protein 2 ,4,9,8,21,bin_5,162,33,FBLN2,0,2.68
FBH1_HUMAN,Q96SW7,FBH1,F-box DNA helicase 1 ,8,10,3,21,bin_5,60,32,FBXO6,0,1.59
IASPP_HUMAN,Q8WUF5,PPP1R13L,RelA-associated inhibitor,3,13,5,21,bin_5,190,10,NFKBIA,0,1.31
KDM8_HUMAN,Q8N371,KDM8,Bifunctional peptidase and arginyl-hydroxylase JMJD5 ,8,9,4,21,bin_5,59,0,JMJD5,0,1.29
NPL4_HUMAN,Q8TAT6,NPLOC4,Nuclear protein localization protein 4 homolog,7,7,7,21,bin_5,66,1115,NPL4,0,1.22
VVAGKKYFID,P01042,KNG1,Low molecular weight growth-promoting factor,5,8,8,21,bin_5,247,75,IGF1,0,1.11
KMT5A_HUMAN,Q9NQR1,KMT5A,N-lysine methyltransferase KMT5A ,7,9,5,21,bin_5,182,2,KMT5A,1,0.45
OXLA_HUMAN,Q96RQ9,IL4I1,L-amino-acid oxidase ,3,13,5,21,bin_5,151,1193,AOX1,0,1.12
IMA1_HUMAN,P52292,KPNA2,Importin subunit alpha-1 ,4,7,10,21,bin_5,350,16,KPNA1,0,1.18
FUBP2_HUMAN,Q92945,KHSRP,Far upstream element-binding protein 2,5,12,5,22,bin_5,210,63,FUBP2,0,0.37
U17L2_HUMAN,Q6R6M4,USP17L2,Ubiquitin carboxyl-terminal hydrolase 17,1,18,3,22,bin_5,51,355,USP17,0,1.41
PTHR_HUMAN,P12272,PTHLH,Osteostatin,2,14,6,22,bin_5,1448,54,OSTN,0,0.38
NH2L1_HUMAN,P55769,SNU13,"NHP2-like protein 1, N-terminally processed",6,5,11,22,bin_5,60,396,NHP2L1,0,0.26
WASH3_HUMAN,C4AMC7,WASH3P,Putative WAS protein family homolog 3,3,9,10,22,bin_5,0,926,WASL,0,0.63
CSTN1_HUMAN,O94985,CLSTN1,CTF1-alpha ,4,8,10,22,bin_5,64,2,CTF1,0,1.97
IGJ_HUMAN,P01591,JCHAIN,Immunoglobulin J chain,5,9,8,22,bin_5,239,38100,JCHAIN,1,0.43
MBOA5_HUMAN,Q6P1A2,LPCAT3,Lysophospholipid acyltransferase 5,6,14,2,22,bin_5,168,158,LYPLAL1,0,1.33
DHB4_HUMAN,P51659,HSD17B4,Enoyl-CoA hydratase 2,9,8,5,22,bin_5,251,171,ECHS2,0,1.03
H2AW_HUMAN,Q9P0M6,MACROH2A2,Core histone macro-H2A.2,6,9,7,22,bin_5,39,9150,H2AC18,0,1.88
H15_HUMAN,P16401,H1-5,Histone H1.5,6,8,8,22,bin_5,144,78,HIST1H1E,0,0.41
SYEP_HUMAN,P07814,EPRS1,Proline--tRNA ligase ,8,7,7,22,bin_5,16,21,PRLS,0,0.89
CHM4P_HUMAN,P59074,CHMP4BP1,Putative charged multivesicular body protein 4B-like protein CHMP4BP1,0,12,10,22,bin_5,0,0,CHMP4BP1,1,0.9
SFRP3_HUMAN,Q92765,FRZB,Secreted frizzled-related protein 3,1,18,3,22,bin_5,273,61,FRZB,1,2.35
JIP4_HUMAN,Q8IZX7,SPAG9,C-Jun-amino-terminal kinase-interacting protein 4,5,10,7,22,bin_5,149,3,MAPK8IP4,0,1.59
SCAP_HUMAN,Q12770,SCAP,Sterol regulatory element-binding protein cleavage-activating protein ,3,12,7,22,bin_5,1242,378,SCAP,1,1.91
PTPA_HUMAN,Q9NNZ8,PTPA,Serine/threonine-protein phosphatase 2A activator,8,7,7,22,bin_5,251,374,PPP2R1A,0,0.62
EFC4B_HUMAN,Q9BSW2,CRACR2A,EF-hand calcium-binding domain-containing protein 4B,3,8,11,22,bin_5,31,1,CAB4,0,1.96
SYLC_HUMAN,Q9P2J5,LARS1,"Leucine--tRNA ligase, cytoplasmic ",5,12,6,23,bin_5,27,112,LARS,0,0.8
GRP_HUMAN,P07492,GRP,Neuromedin-C,2,16,5,23,bin_5,6146,169,NMC,0,1.58
ISK5_HUMAN,Q96PP3,SPINK5,Hemofiltrate peptide HF7665,1,13,9,23,bin_5,375,0,None,0,0.53
IRG1_HUMAN,A6NK06,ACOD1,Cis-aconitate decarboxylase,2,20,1,23,bin_5,130,80,ACOD1,1,0.56
TGO1_HUMAN,Q5JRB1,MIA3,Transport and Golgi organization protein 1 homolog ,1,17,5,23,bin_5,52,24,TANGO1,0,1.58
NSD1_HUMAN,Q96L73,NSD1,"Histone-lysine N-methyltransferase, H3 lysine-36 specific",14,6,3,23,bin_5,579,67,KMT2A,0,1.22
PMYT1_HUMAN,Q99640,PKMYT1,Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase,6,7,10,23,bin_5,134,1,STK3,0,0.69
SMS_HUMAN,P61278,SST,Neuronostatin ,1,17,5,23,bin_5,7855,36,NRN1,0,2.19
DEF1_HUMAN,P59665,DEFA1B,Neutrophil defensin 2,1,16,6,23,bin_5,15,797,DEFB4,0,0.52
S26A7_HUMAN,Q8TE54,SLC26A7,Anion exchange transporter,6,10,7,23,bin_5,82,13779,SLC4A1,0,0.65
NDST1_HUMAN,P52848,NDST1,Heparan sulfate N-sulfotransferase 1,4,16,3,23,bin_5,155,135,HSN1,0,1.34
MRCKB_HUMAN,Q9Y5S2,CDC42BPB,Serine/threonine-protein kinase MRCK beta,7,7,9,23,bin_5,50,6,MRCKB,0,0.73
DCNP1_HUMAN,Q8TF63,DCANP1,Dendritic cell nuclear protein 1 ,1,19,3,23,bin_5,6,3546,DCUN1D1,0,1.04
AT11A_HUMAN,P98196,ATP11A,Phospholipid-transporting ATPase IH,7,4,12,23,bin_5,69,0,ATP10A,0,1.13
CCN4_HUMAN,O95388,CCN4,CCN family member 4 ,2,18,3,23,bin_5,329,188,CCND1,0,0.73
AMBP_HUMAN,P02760,AMBP,Trypstatin ,8,5,11,24,bin_5,285,19,TSP,0,0.28
ACHB_HUMAN,P11230,CHRNB1,Acetylcholine receptor subunit beta ,6,14,4,24,bin_5,66,2157,CHRNB2,0,0.44
RL26_HUMAN,P61254,RPL26,Large ribosomal subunit protein uL24 ,3,12,9,24,bin_5,98,7,RPL24,0,0.78
APLP1_HUMAN,P51693,APLP1,C30,6,13,5,24,bin_5,293,9150,C30ORF5,0,0.88
VEGFD_HUMAN,O43915,VEGFD,Vascular endothelial growth factor D ,6,14,4,24,bin_5,1226,790,PGF,0,0.51
TFPT_HUMAN,P0C1Z6,TFPT,TCF3 fusion partner,3,16,5,24,bin_5,60,26,E2A,0,0.45
DRC4_HUMAN,O95995,GAS8,Dynein regulatory complex subunit 4 ,2,12,10,24,bin_5,70,18,DYNC1H1,0,0.2
NIBA2_HUMAN,Q96TA1,NIBAN2,Protein Niban 2 ,2,15,7,24,bin_5,12,13,NIBAN2,1,1.2
GEPH_HUMAN,Q9NQX3,GPHN,Molybdopterin molybdenumtransferase,7,7,10,24,bin_5,62,752,MOCS1,0,0.42
NLRC3_HUMAN,Q7RTR2,NLRC3,NLR family CARD domain-containing protein 3,2,17,5,24,bin_5,154,1005,NLRP3,0,0.2
NSD2_HUMAN,Q6IS00,NSD2,Histone-lysine N-methyltransferase NSD2,8,11,5,24,bin_5,362,242,NSD2,1,0.22
HABP4_HUMAN,Q5JVS0,HABP4,Intracellular hyaluronan-binding protein 4 ,4,8,12,24,bin_5,21,306,HYAL4,0,1.37
PCD16_HUMAN,Q96JQ0,DCHS1,Protocadherin-16,3,18,3,24,bin_5,61,0,PCDH16,0,0.43
ANFB_HUMAN,P16860,NPPB,BNP(5-29),4,17,4,25,bin_5,1490,8,BNP,0,0.44
AAAT_HUMAN,Q9BWQ3,SLC1A5,Neutral amino acid transporter B(0),11,9,5,25,bin_5,614,215,SLC6A19,0,0.79
REQU_HUMAN,Q92785,DPF2,Zinc finger protein ubi-d4,4,13,8,25,bin_5,59,5,UBIAD1,0,0.32
ATIF1_HUMAN,Q9UII2,ATP5IF1,"ATPase inhibitor, mitochondrial ",8,14,3,25,bin_5,18,3914,ATP5PO,0,0.36
VGF_HUMAN,O15240,VGF,Antimicrobial peptide VGF[554-577],3,14,8,25,bin_5,723,2,VGF,1,1.01
ATP7B_HUMAN,P35670,ATP7B,WND/140 kDa ,6,12,7,25,bin_5,1608,1,WND,0,0.51
RL40_HUMAN,Q8WYN8,UBA52,Large ribosomal subunit protein eL40 ,3,4,18,25,bin_5,133,3,RPL40,0,0.57
RL13A_HUMAN,P40429,RPL13A,Large ribosomal subunit protein uL13 ,3,9,13,25,bin_5,244,3,RPL23,0,0.37
CARL1_HUMAN,Q5VZK9,CARMIL1,F-actin-uncapping protein LRRC16A ,1,15,9,25,bin_5,62,1,LRRC16A,0,0.49
CLM8_HUMAN,Q9UGN4,CD300A,CMRF35-like molecule 8,3,17,5,25,bin_5,137,4,CMKLR8,0,0.48
AICDA_HUMAN,Q9GZX7,AICDA,Single-stranded DNA cytosine deaminase,6,14,5,25,bin_5,1367,214,SMU1,0,0.31
CPSF5_HUMAN,O43809,NUDT21,Cleavage and polyadenylation specificity factor subunit 5 ,7,10,9,26,bin_5,85,25,CPSF5,0,0.36
CHP3_HUMAN,Q96BS2,TESC,Calcineurin B homologous protein 3,5,13,8,26,bin_5,87,221,CALM3,0,0.56
RNC_HUMAN,Q9NRR4,DROSHA,Ribonuclease 3,9,10,7,26,bin_5,1286,19726,RNASE3,0,1.08
TAZ_HUMAN,Q86XQ8,TAFAZZIN,Tafazzin ,3,19,4,26,bin_5,775,775,TAZ,0,0.22
JARD2_HUMAN,Q92833,JARID2,Protein Jumonji,5,15,6,26,bin_5,290,2718,JMJD6,0,0.32
ACHA_HUMAN,P02708,CHRNA1,Acetylcholine receptor subunit alpha ,4,14,8,26,bin_5,141,4155,CHRNA1,1,0.62
HNRPQ_HUMAN,Q96LC2,SYNCRIP,Heterogeneous nuclear ribonucleoprotein Q,2,12,12,26,bin_5,119,95,HNRPQ,0,0.54
SETMR_HUMAN,Q53H47,SETMAR,Transposon Hsmar1 transposase ,11,12,3,26,bin_5,65,18,HSMAR1,0,0.22
CBPC1_HUMAN,Q9NVK1,AGTPBP1,Cytosolic carboxypeptidase 1 ,3,16,7,26,bin_5,75,187,CPA1,0,0.22
GIPLADAVER,Q15311,RALBP1,RalA-binding protein 1 ,8,12,7,27,bin_5,436,16,RALBP1,1,0.32
RS27A_HUMAN,Q9UPK7,RPS27A,Small ribosomal subunit protein eS31 ,5,4,18,27,bin_5,132,3,RPS10,0,0.32
SMBP2_HUMAN,P38935,IGHMBP2,DNA-binding protein SMUBP-2,17,2,8,27,bin_5,170,8,SMUBP2,0,0.43
COLI_HUMAN,P01189,POMC,Met-enkephalin,6,16,5,27,bin_5,67007,6943,PNMT,0,0.28
PAG15_HUMAN,Q8NCC3,PLA2G15,Lysosomal phospholipase A and acyltransferase,10,10,7,27,bin_5,29,32,PNPLA6,0,0.84
BIRC1_HUMAN,Q13075,NAIP,Baculoviral IAP repeat-containing protein 1,6,17,4,27,bin_5,643,345,API1,0,0.81
CAMP_HUMAN,P49913,CAMP,Antibacterial peptide FF-33 ,1,19,7,27,bin_5,106725,2,None,0,0.83
TEN1_HUMAN,Q9UKZ4,TENM1,Teneurin C-terminal-associated peptide,4,12,11,27,bin_5,30,30,TENC2,0,1.51
CMGA_HUMAN,P10645,CHGA,p-Glu serpinin precursor,0,21,7,28,bin_5,840,0,SERPINA3,0,0.47
HBB_HUMAN,Q6FI08,HBB,Spinorphin,7,11,10,28,bin_5,2428,24,SPINN,0,0.76
RIPR2_HUMAN,Q9Y4F9,RIPOR2,Rho family-interacting cell polarization regulator 2,1,21,6,28,bin_5,36,2,ARHGDIA,0,0.29
SEPT7_HUMAN,Q16181,SEPTIN7,Septin-7,6,7,15,28,bin_5,120,81,SEPT7,0,0.25
S10AC_HUMAN,P80511,S100A12,Calcitermin,6,15,7,28,bin_5,991,7,CALCRL,0,0.94
WHRN_HUMAN,Q9H9F4,WHRN,Whirlin ,1,12,15,28,bin_5,91,82,WHRN,1,0.42
TEAD2_HUMAN,Q15562,TEAD2,Transcriptional enhancer factor TEF-4,6,16,7,29,bin_5,136,5,TEF4,0,0.26
ARBK1_HUMAN,P25098,GRK2,Beta-adrenergic receptor kinase 1,7,15,7,29,bin_5,1525,1238,AKT1S1,0,1.06
PLOD3_HUMAN,O60568,PLOD3,Procollagen glycosyltransferase,7,13,9,29,bin_5,108,151,PCGT,0,0.48
TIGAR_HUMAN,Q9NQ88,TIGAR,"Fructose-2,6-bisphosphatase TIGAR ",1,24,4,29,bin_5,323,28,Carcinoma-associated protein TIGAR,0,1.25
RORG_HUMAN,P51449,RORC,Nuclear receptor ROR-gamma,9,16,4,29,bin_5,1373,1943,RORC,1,0.37
TESK1_HUMAN,Q15569,TESK1,Dual specificity testis-specific protein kinase 1,8,14,7,29,bin_5,43,2,DUSPK,0,1.2
RRAGA_HUMAN,Q7L523,RRAGA,Ras-related GTP-binding protein A ,7,14,8,29,bin_5,76,63485,RAC1,0,0.7
MYH10_HUMAN,Q6PK16,MYH10,Myosin-10,8,7,14,29,bin_5,170,69,MYO10,0,0.42
PRRX1_HUMAN,P54821,PRRX1,Paired mesoderm homeobox protein 1,7,18,4,29,bin_5,486,130,PITX2,0,1.57
SULF1_HUMAN,Q8IWU6,SULF1,Extracellular sulfatase Sulf-2 secreted form ,4,22,7,33,bin_5,323,4,SULF2,0,0.42
HUNIN_HUMAN,Q8IVG9,MT-RNR2,Humanin ,4,17,8,29,bin_5,46,482,HNP,0,0.35
S4A10_HUMAN,Q6U841,SLC4A10,Sodium-driven chloride bicarbonate exchanger ,3,13,14,30,bin_5,62,958,SLC4A8,0,0.47
PALS1_HUMAN,Q8N3R9,PALS1,Protein PALS1 ,3,12,15,30,bin_5,146,140,PALS1,1,0.27
HINFP_HUMAN,Q9BQA5,HINFP,Histone H4 transcription factor,12,15,3,30,bin_5,59,17275,H4TF,0,0.42
MYO1G_HUMAN,B0I1T2,MYO1G,Minor histocompatibility antigen HA-2 ,7,11,12,30,bin_5,55,48,HA2,0,0.51
H33_HUMAN,P84243,H3-3B,Histone H3.3,5,17,9,31,bin_5,40,62758,HIST1H3A,0,0.27
PGBM_HUMAN,CESCAPGYEG,HSPG2,LG3 peptide,5,16,10,31,bin_5,308,48,LGALS3,0,0.98
ERBIN_HUMAN,Q9NW48,ERBIN,Erbin ,3,15,13,31,bin_5,271,271,ERBB2IP,0,2.13
NECT1_HUMAN,Q15223,NECTIN1,Nectin-1,8,14,10,32,bin_5,408,899,NECTIN1,1,0.87
AT8A2_HUMAN,AAKHTCKKTL,ATP8A2,Phospholipid-transporting ATPase IB ,7,18,7,32,bin_5,82,0,ATP10B,0,1.06
RS19_HUMAN,P39019,RPS19,Small ribosomal subunit protein eS19 ,5,15,12,32,bin_5,473,1,RPL10,0,0.89
ACK1_HUMAN,Q07912,TNK2,Activated CDC42 kinase 1,12,6,14,32,bin_5,181,1623,PAK1,0,0.58
ATPB_HUMAN,P06576,ATP5F1B,"ATP synthase subunit beta, mitochondrial ",6,12,14,32,bin_5,108,816,ATP5B,0,1.06
SHIP1_HUMAN,Q92835,INPP5D,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1",7,21,4,32,bin_5,394,27,INPP5D,1,0.65
NOP53_HUMAN,Q9NZM5,NOP53,Ribosome biogenesis protein NOP53 ,4,23,5,32,bin_5,71,13,NOP53,1,1.56
RHG07_HUMAN,HDRAPVVGVR,DLC1,Rho GTPase-activating protein 7,3,20,10,33,bin_5,457,122,ARHGDIA,0,0.83
SEPT2_HUMAN,Q15019,SEPTIN2,Septin-2,5,7,21,33,bin_5,96,85,SEPT2,0,1.25
PPAP_HUMAN,P15309,ACP3,PAPf39,11,9,13,33,bin_5,39,4,PAPSS2,0,0.98
NSG1_HUMAN,P42857,NSG1,Neuronal vesicle trafficking-associated protein 1 ,2,13,19,34,bin_5,49,2,DVWA,0,0.43
SEPT4_HUMAN,Q9H315,SEPTIN4,Septin-4 ,6,12,16,34,bin_5,93,35,SEPT4,0,0.97
FANCJ_HUMAN,Q9BX63,BRIP1,Fanconi anemia group J protein ,9,19,6,34,bin_5,618,0,FANCN,0,0.37
H2AX_HUMAN,P16104,H2AX,Histone H2AX,8,15,11,34,bin_5,7584,4883,H2AFX,0,0.6
RED1_HUMAN,O00691,ADARB1,Double-stranded RNA-specific editase 1 ,7,21,6,34,bin_5,672,3,ADAR,0,0.83
FAS_HUMAN,P49327,FASN,Acyl-[acyl-carrier-protein] hydrolase,15,12,8,35,bin_5,3109,10976,FAAH,0,2.14
SELS_HUMAN,Q9BQE4,SELENOS,Selenoprotein S ,5,22,8,35,bin_5,1796,16838,SEPS1,0,2.11
FTM_HUMAN,Q68CZ1,RPGRIP1L,Protein fantom,1,20,14,35,bin_5,147,120,FANTOM1,0,1.38
MYH6_HUMAN,P13533,MYH6,Myosin-6,6,20,10,36,bin_5,615,34,MYO6,0,0.17
OGG1_HUMAN,Q9UIK0,OGG1,DNA-(apurinic or apyrimidinic site) lyase,9,20,7,36,bin_5,1810,2677,APEX1,0,1.66
AGRB1_HUMAN,O14514,ADGRB1,Vasculostatin-120 ,4,22,10,36,bin_5,97,1,ENDR,0,0.27
FYV1_HUMAN,Q9Y2I7,PIKFYVE,1-phosphatidylinositol 3-phosphate 5-kinase ,8,17,11,36,bin_5,364,18,PIK3R1,0,1.25
HEYL_HUMAN,Q9NQ87,HEYL,Hairy/enhancer-of-split related with YRPW motif-like protein,7,25,4,36,bin_5,661,3,HEY2,0,1.2
ANLRRSHILE,Q6ZNE5,ATG14,Beclin 1-associated autophagy-related key regulator ,4,20,12,36,bin_5,386,9,ATG14,1,0.98
AJUBA_HUMAN,Q96IF1,AJUBA,LIM domain-containing protein ajuba,6,18,12,36,bin_5,182,17,AJUBA,1,0.17
CASL_HUMAN,Q14511,NEDD9,Enhancer of filamentation 1 p55,1,21,15,37,bin_5,383,0,EFL1,0,0.23
CO2A1_HUMAN,Q9UE38,COL2A1,Chondrocalcin ,6,25,6,37,bin_5,2699,74,CALCRL,0,0.58
VRLVGRGGRR,P78559,MAP1A,MAP1 light chain LC2,6,16,15,37,bin_5,218,3,MAP1LC3,0,1.11
ZPR1_HUMAN,O75312,ZPR1,Zinc finger protein ZPR1,4,22,11,37,bin_5,113,42,ZPR1,1,1.3
CCN1_HUMAN,O00622,CCN1,CCN family member 1 ,4,30,3,37,bin_5,970,441,CCN1,1,0.88
TDGF1_HUMAN,P13385,CRIPTO,Protein Cripto ,4,26,8,38,bin_5,491,435,CRIPTO1,0,0.94
ABCA3_HUMAN,Q99758,ABCA3,150 Kda mature form ,7,20,11,38,bin_5,473,47,None,0,0.33
MUL1_HUMAN,SCVFLECGHV,MUL1,Mitochondrial ubiquitin ligase activator of NFKB 1,7,27,4,38,bin_5,976,11,UBAC1,0,0.3
UCP2_HUMAN,P55851,UCP2,Dicarboxylate carrier SLC25A8 ,11,25,2,38,bin_5,2755,1,SLC25A8,0,0.46
KAT8_HUMAN,Q9NR35,KAT8,Histone acetyltransferase KAT8 ,12,15,12,39,bin_5,254,203,KAT8,1,0.3
FBW1A_HUMAN,Q9Y297,BTRC,F-box/WD repeat-containing protein 1A,7,28,4,39,bin_5,308,11,FBXW1,0,0.94
CGAS_HUMAN,Q8N884,CGAS,Cyclic GMP-AMP synthase ,12,20,7,39,bin_5,10890,1378,CITA,0,0.54
CCN3_HUMAN,P48745,CCN3,CCN family member 3 ,4,28,8,40,bin_5,481,315,CCN3,1,0.85
RAD21_HUMAN,O60216,RAD21,64-kDa C-terminal product ,4,22,14,40,bin_5,719,25,EIF3S12,0,0.87
RIGI_HUMAN,O95786,RIGI,Antiviral innate immune response receptor RIG-I ,11,23,6,40,bin_5,3257,1398,DDX58,0,0.6
GRP1_HUMAN,Q9UNN9,RASGRP1,RAS guanyl-releasing protein 1,7,27,6,40,bin_5,300,42,RASGR1,0,1.24
DEMA_HUMAN,Q08495,DMTN,Dematin,4,25,12,41,bin_5,64,66,DMTN,1,0.3
PICK1_HUMAN,Q9NRD5,PICK1,PRKCA-binding protein,10,17,14,41,bin_5,405,1,AKAP9,0,0.32
PA24A_HUMAN,P47712,PLA2G4A,Lysophospholipase,12,19,10,41,bin_5,362,1489,LPLA1,0,0.49
USP9X_HUMAN,Q93008,USP9X,Ubiquitin carboxyl-terminal hydrolase 9X,9,26,7,42,bin_5,397,58,USP9X,1,0.82
ANFC_HUMAN,P23582,NPPC,CNP-53,3,35,4,42,bin_5,335,2038,CNPY3,0,0.72
ERN1_HUMAN,O75460,ERN1,Endoribonuclease,13,20,9,42,bin_5,1268,28862,RNASEN,0,0.49
VTNC_HUMAN,P04004,VTN,Somatomedin-B,8,22,13,43,bin_5,267,125,IGF1,0,0.8
STK3_HUMAN,Q13188,STK3,Serine/threonine-protein kinase 3 20kDa subunit,7,32,5,44,bin_5,333,9,STK3,1,1.87
BMAL1_HUMAN,O00316,BMAL1,Basic helix-loop-helix ARNT-like protein 1 ,12,26,8,46,bin_5,3274,34,BMAL1,1,0.59
STING_HUMAN,Q86WV6,STING1,Stimulator of interferon genes protein ,9,23,16,48,bin_5,2021,11582,IFI16,0,0.56
FINC_HUMAN,Q96KP8,FN1,Ugl-Y3,9,28,13,50,bin_5,2356,0,UGL1,0,1.09
PDE2A_HUMAN,O00408,PDE2A,"cGMP-dependent 3',5'-cyclic phosphodiesterase ",11,28,12,51,bin_5,267,986,PDE5A,0,0.71
CADH1_HUMAN,P12830,CDH1,E-Cad/CTF3,9,25,17,51,bin_5,6034,1,CDH1,1,0.92
H2AY_HUMAN,O75367,MACROH2A1,Core histone macro-H2A.1,16,22,13,51,bin_5,174,1,H2AC18,0,0.3
RET_HUMAN,P07949,RET,Extracellular cell-membrane anchored RET cadherin 120 kDa fragment ,5,38,8,51,bin_5,11979,0,CDH1,0,0.25
MAP1B_HUMAN,P46821,MAP1B,MAP1 light chain LC1,5,29,19,53,bin_5,815,3,MAP1LC1,0,0.26
